target_batch,target_capability,project_id,project_name,dataset_role,source_file_path,source_page_or_section,source_table_or_figure,source_quote_or_cell,evidence_level,confidence,locked_status,writer_access_allowed,absorption_type,closure_level_supported,notes,file_type,table_id_or_title,page_or_section,table_title,table_footnote,contains_clinical_data,contains_statistical_values,contains_endpoint_data,contains_AE_data,contains_denominator_context,contains_subgroup_context,contains_followup_context,extraction_priority,expected_parser,manual_verification_needed
N,table_fulltext_extraction,PROJECT_015_江苏无右,015 江苏无右,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_015_江苏无右/01_CER_SOURCE_PACKAGE/CER/CER_222__02 wAlcor-TR5.1-04 Insufflator Clinical Evaluation Report.docx,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,DOCX,T_015_339,full_document,CER_222__02 wAlcor-TR5.1-04 Insufflator Clinical Evaluation Report.docx,,yes,no,yes,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_015_江苏无右,015 江苏无右,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_015_江苏无右/01_CER_SOURCE_PACKAGE/CER/CER_069__02 wAlcor-TR5.1-04 Insufflator Clinical Evaluation Report.docx,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,DOCX,T_015_340,full_document,CER_069__02 wAlcor-TR5.1-04 Insufflator Clinical Evaluation Report.docx,,yes,no,yes,yes,no,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_015_江苏无右,015 江苏无右,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_015_江苏无右/01_CER_SOURCE_PACKAGE/CER/CER_248__70  wAlcor TR4.2-36 Insufflator Clinical Evaluation Report.docx,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,DOCX,T_015_341,full_document,CER_248__70  wAlcor TR4.2-36 Insufflator Clinical Evaluation Report.docx,,yes,no,no,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_015_江苏无右,015 江苏无右,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_015_江苏无右/01_CER_SOURCE_PACKAGE/CER/CER_100__02 wAlcor TR4.2-36 Insufflator Clinical Evaluation Report.docx,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,DOCX,T_015_342,full_document,CER_100__02 wAlcor TR4.2-36 Insufflator Clinical Evaluation Report.docx,,yes,no,no,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/01_CER_SOURCE_PACKAGE/IFU/IFU_037__002_Clinical Trial Protocol.pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_024_343,first_5_pages,IFU_037__002_Clinical Trial Protocol.pdf,,yes,no,no,yes,no,no,no,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/01_CER_SOURCE_PACKAGE/CLINICAL_EVIDENCE/CLINEV_026__28 Noninvasive BP clinical trial protocol(1).pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_024_344,first_5_pages,CLINEV_026__28 Noninvasive BP clinical trial protocol(1).pdf,,yes,no,no,yes,no,no,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/01_CER_SOURCE_PACKAGE/OTHER_TECHNICAL_DOCS/SOP_200__WYTD-SOP-ZL-004 洁净区操作人员、物品及设施表面微生物取样作业指导书 A1.pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_024_345,first_5_pages,SOP_200__WYTD-SOP-ZL-004 洁净区操作人员、物品及设施表面微生物取样作业指导书 A1.pdf,,maybe,no,no,no,no,no,no,medium,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/01_CER_SOURCE_PACKAGE/IFU/IFU_034__001_Clinical Trial Report.pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_024_346,first_5_pages,IFU_034__001_Clinical Trial Report.pdf,,yes,no,no,yes,no,no,no,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/01_CER_SOURCE_PACKAGE/BIOCOMPATIBILITY/BIO_010__79 附件2.9 三联三通 医疗器械生产产品登记表.pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_024_347,first_5_pages,BIO_010__79 附件2.9 三联三通 医疗器械生产产品登记表.pdf,,maybe,no,no,no,no,no,no,medium,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/01_CER_SOURCE_PACKAGE/CLINICAL_EVIDENCE/CLINEV_033__65 临床试验中心小结表 河北医大一医院.pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_024_348,first_5_pages,CLINEV_033__65 临床试验中心小结表 河北医大一医院.pdf,,maybe,no,no,no,no,no,no,medium,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/01_CER_SOURCE_PACKAGE/CLINICAL_EVIDENCE/CLINEV_007__65 临床试验中心小结表 襄阳市中心医院.pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_024_349,first_5_pages,CLINEV_007__65 临床试验中心小结表 襄阳市中心医院.pdf,,maybe,no,no,no,no,no,no,medium,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/01_CER_SOURCE_PACKAGE/CLINICAL_EVIDENCE/CLINEV_027__65 临床试验中心小结表 阜外医院.pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_024_350,first_5_pages,CLINEV_027__65 临床试验中心小结表 阜外医院.pdf,,maybe,no,no,no,no,no,no,medium,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/01_CER_SOURCE_PACKAGE/CLINICAL_EVIDENCE/CLINEV_023__65 临床试验不良事件发生情况的说明.pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_024_351,first_5_pages,CLINEV_023__65 临床试验不良事件发生情况的说明.pdf,,maybe,no,no,no,no,no,yes,medium,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/01_CER_SOURCE_PACKAGE/CLINICAL_EVIDENCE/CLINEV_028__28 Medical device clinical trial report_WL-LC-W15-001（domestic company-unimed）V0.4(1) .pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_024_352,first_5_pages,CLINEV_028__28 Medical device clinical trial report_WL-LC-W15-001（domestic company-unimed）V0.4(1) .p,,yes,yes,no,yes,yes,yes,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/01_CER_SOURCE_PACKAGE/CLINICAL_EVIDENCE/CLINEV_005__65 临床试验不良事件发生情况的说明.pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_024_353,first_5_pages,CLINEV_005__65 临床试验不良事件发生情况的说明.pdf,,maybe,no,no,no,no,no,yes,medium,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/01_CER_SOURCE_PACKAGE/CLINICAL_EVIDENCE/CLINEV_013__65 临床试验中心小结表 河北医大一医院.pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_024_354,first_5_pages,CLINEV_013__65 临床试验中心小结表 河北医大一医院.pdf,,maybe,no,no,no,no,no,no,medium,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/01_CER_SOURCE_PACKAGE/CLINICAL_EVIDENCE/CLINEV_025__65 临床试验中心小结表 襄阳市中心医院.pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_024_355,first_5_pages,CLINEV_025__65 临床试验中心小结表 襄阳市中心医院.pdf,,maybe,no,no,no,no,no,no,medium,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/01_CER_SOURCE_PACKAGE/CLINICAL_EVIDENCE/CLINEV_008__65 临床试验中心小结表 阜外医院.pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_024_356,first_5_pages,CLINEV_008__65 临床试验中心小结表 阜外医院.pdf,,maybe,no,no,no,no,no,no,medium,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/06_UNCLASSIFIED/UNK_024__WYTD-SMP-SC-002-003物料存放记录表A0.pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_024_357,first_5_pages,UNK_024__WYTD-SMP-SC-002-003物料存放记录表A0.pdf,,maybe,no,no,no,no,no,no,medium,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/01_CER_SOURCE_PACKAGE/CER/CER_001__模板 Clinical Evaluation Report  A1.docx,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,DOCX,T_024_358,full_document,CER_001__模板 Clinical Evaluation Report  A1.docx,,yes,no,no,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/01_CER_SOURCE_PACKAGE/CEP/CEP_001__模板 Clinical Evaluation Plan A1.docx,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,DOCX,T_024_359,full_document,CEP_001__模板 Clinical Evaluation Plan A1.docx,,yes,no,no,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/01_CER_SOURCE_PACKAGE/CEP/CEP_003__文件编号 Clinical Evaluation Plan.docx,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,DOCX,T_024_360,full_document,CEP_003__文件编号 Clinical Evaluation Plan.docx,,yes,no,no,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/01_CER_SOURCE_PACKAGE/SOTA_LITERATURE/SOTA_002__Annex 2 Literature search protocol and report - Device under evaluation A1.docx,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,DOCX,T_024_361,full_document,SOTA_002__Annex 2 Literature search protocol and report - Device under evaluation A1.docx,,yes,yes,yes,yes,no,yes,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/01_CER_SOURCE_PACKAGE/SOTA_LITERATURE/SOTA_001__Annex 1 Literature Search Protocol and Report-SOTA A1.docx,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,DOCX,T_024_362,full_document,SOTA_001__Annex 1 Literature Search Protocol and Report-SOTA A1.docx,,yes,yes,yes,yes,yes,yes,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/01_CER_SOURCE_PACKAGE/IFU/IFU_033__002_Clinical Trial Protocol.docx,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,DOCX,T_024_363,full_document,IFU_033__002_Clinical Trial Protocol.docx,,yes,yes,yes,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/01_CER_SOURCE_PACKAGE/CLINICAL_EVIDENCE/CLINEV_002__1 Clinical Trial Protocol 1.1.docx,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,DOCX,T_024_364,full_document,CLINEV_002__1 Clinical Trial Protocol 1.1.docx,,yes,no,yes,yes,yes,yes,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/06_UNCLASSIFIED/UNK_001__临床评价策略报告（补充信息）20260208.docx,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,DOCX,T_024_365,full_document,UNK_001__临床评价策略报告（补充信息）20260208.docx,,yes,no,no,yes,no,no,no,medium,python-docx,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/05_AI_OUTPUTS_IF_ANY/v6/CER_draft.docx,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,DOCX,T_024_366,full_document,CER_draft.docx,,yes,no,no,no,no,no,no,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/05_AI_OUTPUTS_IF_ANY/v6/search_protocol_and_results.docx,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,DOCX,T_024_367,full_document,search_protocol_and_results.docx,,yes,no,no,no,no,no,no,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/01_CER_SOURCE_PACKAGE/SOTA_LITERATURE/SOTA_003__模板 SOTA文献筛选纳排 文献纳排流程图 A0.docx,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,DOCX,T_024_368,full_document,SOTA_003__模板 SOTA文献筛选纳排 文献纳排流程图 A0.docx,,maybe,no,no,no,yes,no,no,medium,python-docx,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/01_CER_SOURCE_PACKAGE/SOTA_LITERATURE/SOTA_004__模板 SOTA正文 A1.docx,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,DOCX,T_024_369,full_document,SOTA_004__模板 SOTA正文 A1.docx,,yes,yes,yes,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/01_CER_SOURCE_PACKAGE/OTHER_TECHNICAL_DOCS/SOP_022__WYTD-QP-007-001 温度湿度记录表A0.docx,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,DOCX,T_024_370,full_document,SOP_022__WYTD-QP-007-001 温度湿度记录表A0.docx,,maybe,no,no,no,no,no,no,medium,python-docx,yes
N,table_fulltext_extraction,PROJECT_024_深圳无忧跳动,024 深圳无忧跳动,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_024_深圳无忧跳动/01_CER_SOURCE_PACKAGE/OTHER_TECHNICAL_DOCS/SOP_058__WYTD-QP-005-001 外训申请表A0.docx,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,DOCX,T_024_371,full_document,SOP_058__WYTD-QP-005-001 外训申请表A0.docx,,maybe,no,no,no,no,no,no,medium,python-docx,yes
N,table_fulltext_extraction,PROJECT_026_苏州体素,026 苏州体素,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_026_苏州体素/01_CER_SOURCE_PACKAGE/CER/CER_006__07-02 Clinical Evaluation Report-.pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_026_372,first_5_pages,CER_006__07-02 Clinical Evaluation Report-.pdf,,yes,no,no,yes,no,yes,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_026_苏州体素,026 苏州体素,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_026_苏州体素/01_CER_SOURCE_PACKAGE/CER/CER_009__07-02 Clinical Evaluation Report.pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_026_373,first_5_pages,CER_009__07-02 Clinical Evaluation Report.pdf,,yes,no,no,yes,no,yes,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_026_苏州体素,026 苏州体素,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_026_苏州体素/01_CER_SOURCE_PACKAGE/CER/CER_027__00-02 ISO 13485 Certificate.pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_026_374,first_5_pages,CER_027__00-02 ISO 13485 Certificate.pdf,,maybe,no,no,no,no,no,no,medium,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_026_苏州体素,026 苏州体素,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_026_苏州体素/01_CER_SOURCE_PACKAGE/CER/CER_029__P1#16 Hooper-2017-Excerpt from the Canadian Ophthalm.pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_026_375,first_5_pages,CER_029__P1#16 Hooper-2017-Excerpt from the Canadian Ophthalm.pdf,,yes,no,no,yes,no,yes,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_026_苏州体素,026 苏州体素,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_026_苏州体素/01_CER_SOURCE_PACKAGE/CER/CER_024__03-15 ISO 27001 Certificate -待翻译.pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_026_376,first_5_pages,CER_024__03-15 ISO 27001 Certificate -待翻译.pdf,,maybe,yes,no,no,no,no,no,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_026_苏州体素,026 苏州体素,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_026_苏州体素/01_CER_SOURCE_PACKAGE/CER/CER_004__03-15 ISO 27001 Certificate -待翻译.pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_026_377,first_5_pages,CER_004__03-15 ISO 27001 Certificate -待翻译.pdf,,maybe,yes,no,no,no,no,no,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_026_苏州体素,026 苏州体素,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_026_苏州体素/01_CER_SOURCE_PACKAGE/CER/CER_001__03-15 ISO 27001 Certificate -待翻译.pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_026_378,first_5_pages,CER_001__03-15 ISO 27001 Certificate -待翻译.pdf,,maybe,yes,no,no,no,no,no,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_026_苏州体素,026 苏州体素,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_026_苏州体素/01_CER_SOURCE_PACKAGE/CER/CER_002__00-02 ISO 13485 Certificate.pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_026_379,first_5_pages,CER_002__00-02 ISO 13485 Certificate.pdf,,maybe,no,no,yes,no,yes,yes,medium,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_026_苏州体素,026 苏州体素,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_026_苏州体素/01_CER_SOURCE_PACKAGE/CER/CER_012__P1#16 Hooper-2017-Excerpt from the Canadian Ophthalm.pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_026_380,first_5_pages,CER_012__P1#16 Hooper-2017-Excerpt from the Canadian Ophthalm.pdf,,yes,no,no,yes,no,yes,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_026_苏州体素,026 苏州体素,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_026_苏州体素/01_CER_SOURCE_PACKAGE/CER/CER_020__03-15 ISO 27001 Certificate -linghao.pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_026_381,first_5_pages,CER_020__03-15 ISO 27001 Certificate -linghao.pdf,,maybe,yes,no,no,no,no,no,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_026_苏州体素,026 苏州体素,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_026_苏州体素/01_CER_SOURCE_PACKAGE/CER/CER_021__00-02 ISO 13485 Certificate.pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_026_382,first_5_pages,CER_021__00-02 ISO 13485 Certificate.pdf,,maybe,no,no,yes,no,yes,yes,medium,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_026_苏州体素,026 苏州体素,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_026_苏州体素/01_CER_SOURCE_PACKAGE/CER/CER_025__00-02 ISO 13485 Certificate.pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_026_383,first_5_pages,CER_025__00-02 ISO 13485 Certificate.pdf,,maybe,no,no,yes,no,yes,yes,medium,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_026_苏州体素,026 苏州体素,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_026_苏州体素/01_CER_SOURCE_PACKAGE/CER/CER_010__P1#16 Hooper-2017-Excerpt from the Canadian Ophthalm.pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_026_384,first_5_pages,CER_010__P1#16 Hooper-2017-Excerpt from the Canadian Ophthalm.pdf,,yes,no,no,yes,no,yes,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_026_苏州体素,026 苏州体素,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_026_苏州体素/01_CER_SOURCE_PACKAGE/CER/CER_005__00-02 ISO 13485 Certificate.pdf,,,,extracted_from_report,medium,holdout_only,no,fixture,HEURISTIC_ONLY,,PDF,T_026_385,first_5_pages,CER_005__00-02 ISO 13485 Certificate.pdf,,maybe,no,no,yes,no,yes,yes,medium,pdfplumber,yes
